iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-07m1q
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4dllk-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s65hn
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-1rfzp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-95r5v
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lnmv4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dqlqf
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8xjfw
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b7pr1
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pc23m
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-lj0fb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b804r
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4jf0z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bms6x
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-00f19
"bis(5-(dimethylamino)naphthalene-1-sulfonamide) N,N'-[thiobis(2,1-phenylene)]",acetonitrile (CH3CN),345.0,535.0,0.48,1.2e4 (350 nm),12.6,Ligand L1 exhibits high fluorescence quantum yield (~0.48) and selective metal ion sensing for Cu²⁺ and Hg²⁺.,chemrxiv_10.26434_SLASH_chemrxiv-2024-jl88c
"bis(5-(dimethylamino)naphthalene-1-sulfonamide) N,N'-[disulfanediylbis(2,1-phenylene)]",acetonitrile (CH3CN),340.0,464.0,0.05,8.3e3 (350 nm),4.8,Ligand L2 shows lower fluorescence quantum yield (~0.05) and potential in disulfide-cleavage applications.,chemrxiv_10.26434_SLASH_chemrxiv-2024-jl88c
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qpr3t
"benzene-1,3,5-tricarboxamide",toluene,null,null,null,null,null,"The study investigates the enhanced stability of benzene-1,3,5-tricarboxamide (BTA) supramolecular copolymers by replacing an ester function with an ether function, leading to minimized competing species and improved thermodynamic stability.",chemrxiv_10.26434_SLASH_chemrxiv-2024-7rt69
2-Aminobenzo[b]thiophene,HFIP,null,null,null,null,33431.37,Synthesis of 2-aminobenzo[b]thiophenes via iodine(III)-mediated C–S bond formation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g66jr
4-(5-Methoxybenzo[b]thiophen-2-yl)morpholine,HFIP,null,null,null,null,33431.37,Synthesis details provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g66jr
"4-(3,4-Dimethylbenzo[b]thiophen-2-yl)morpholine",HFIP,null,null,null,null,33431.37,Detailed synthesis method described.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g66jr
Benzo[b]thiophen-2-amine,HFIP,null,null,null,null,33431.37,Synthetic procedure outlined in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g66jr
N-Benzyl-N-isopropyl-6-methylbenzo[b]thiophen-2-amine,HFIP,null,null,null,null,33431.37,Relevant synthesis information provided.,chemrxiv_10.26434_SLASH_chemrxiv-2024-g66jr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g31v9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-58xnt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sgrqh
2BN-S,toluene,629.0,671.0,1.0,null,10.68,2S-BN is a deep-red MR emitter with high photoluminescence quantum yield and efficient OLED performance.,chemrxiv_10.26434_SLASH_chemrxiv-2024-6vqxf
Resorcinol-formaldehyde-TiO2 composite,"acetone, methanol, ethanol, isopropanol, and deionized water",700.0,500.0,null,null,null,Efficient photocatalyst for water oxidation to hydrogen peroxide under visible light,chemrxiv_10.26434_SLASH_chemrxiv-2024-8hcwc-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s1dj5-v3
9-(4-Ome-phenyl)-9H-fluorene,null,null,null,null,null,null,"The molecule 9-(4-X-phenyl)-9H-fluorene (X = OMe, CH3, H, or CF3) is tested for C-H activation catalyzed by PhB(tBuIm)3CoIIIO.",chemrxiv_10.26434_SLASH_chemrxiv-2024-fgz5m-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l43p2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-16402
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v3m2s
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-16j0s-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3h77f-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s1fs5-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1sspf-v3
4-phenylbutylamine,benzoic acid,null,null,null,null,null,"The catalytic activity of different boron catalysts was studied in amidation reactions with 4-phenylbutylamine and benzoic acid. A simple boronic acid catalyst showed high catalytic activity, while a borate ester catalyst demonstrated moderate activity.",chemrxiv_10.26434_SLASH_chemrxiv-2024-b1lz5
2-aminopyridine,3-fluorophenylacetic acid,null,null,null,null,null,"The reaction between 2-aminopyridine and phenylacetic acid was challenging, with low yields observed for simple halogenated alkyl borate catalysts. Boronic acid catalysts were inactive in this reaction.",chemrxiv_10.26434_SLASH_chemrxiv-2024-b1lz5
ruthenium selenoether complex,"1,2-dichloroethane, methanol",null,null,null,null,null,Ruthenium complex with styryl selenyl ligand used in olefin metathesis; enhances stability and solvent tolerance,chemrxiv_10.26434_SLASH_chemrxiv-2024-z2k6b-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z007q-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-q7rc7
horseshoe oligomer {[NH2Et2]3[Cr6F11(O2CtBu)10]},null,null,null,null,null,null,No relevant photophysical data provided.,chemrxiv_10.26434_SLASH_chemrxiv-2024-zfhsx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-864rm-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pvk9d-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vd15w-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7f2l6-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pjx2h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4hr3j
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hs69p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-87xr8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-93qp3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0x8b4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qrnt9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d9fwk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qmcz4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cd3pj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mj9gg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wq2c1-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rwlb4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4kcvd
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-40szn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wrjln
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-76drx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-72gpv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d0tf6-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-dhxpx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rg1xg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nt6g8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z4k0k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0q839
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-52hq3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p6qn3
benz-norcy7,null,956.0,1000.0,0.14,null,null,peg-modified benzo-fused norynquine derivative activated in acidic environments for lysosomal imaging,chemrxiv_10.26434_SLASH_chemrxiv-2024-zc58k
panitumab,null,785.0,960.0,null,null,null,monoclonal antibody conjugate used for egfr targeting with swir imaging,chemrxiv_10.26434_SLASH_chemrxiv-2024-zc58k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8752d-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ln3pk-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mxjqn-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-77vhr-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ld07b-v3
cyclopentadiene,water,null,null,null,null,null,"The study investigates the Diels-Alder reaction in water microdroplets, focusing on factors like confinement and evaporation effects.",chemrxiv_10.26434_SLASH_chemrxiv-2024-wwgs1-v2
acrylonitrile,acetonitrile,null,null,null,null,null,The study examines the impact of solvent choice and microdroplet dynamics on the reaction.,chemrxiv_10.26434_SLASH_chemrxiv-2024-wwgs1-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-b10lj-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dl4jj-v2
lenvatinib,n-propanol,null,null,null,null,null,High drug loading (up to 90 wt%) and retained photoacoustic properties; solvent used: n-propanol,chemrxiv_10.26434_SLASH_chemrxiv-2024-hp2dx-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-51wmm-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wpl90
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9hmsb
Hydrogen peroxide,null,null,null,null,null,null,Paper focuses on IR spectroscopy simulations using AI models.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
CH3OH,null,null,null,null,null,null,No specific data extracted.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
CH3CHO,null,null,null,null,null,null,No relevant information found.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
CH3COOH,null,null,null,null,null,null,No data available.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
HCOOH,null,null,null,null,null,null,No specific data extracted.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
CH3NO2,null,null,null,null,null,null,No data available.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
CH3CONH2,null,null,null,null,null,null,No photophysical properties reported.,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5prt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c2jf7
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bjcbm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jfv93
"tris(2,6-dimethoxyphenyl)-methylium",acetonitrile,null,null,0.24,null,4.6,Fluorination increases non-radiative decay and lowers quantum yield.,chemrxiv_10.26434_SLASH_chemrxiv-2024-gt89f
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rzgqq
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r1jz0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mjnc4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z5rtb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xpd9p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-60b57
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mp291
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jc31g
Phenyl-substituted iron-sulfur cluster,CD3CN,null,null,null,null,null,Encapsulation of [Fe4S4(SR)4]^2- cluster within naphthalene diimide cages enhances stability and reactivity.,chemrxiv_10.26434_SLASH_chemrxiv-2024-vk5d3
CH2CH2OH-substituted iron-sulfur cluster,CD3CN,null,null,null,null,null,Encapsulation improves cofactor endurance and catalytic activity.,chemrxiv_10.26434_SLASH_chemrxiv-2024-vk5d3
tBu-substituted iron-sulfur cluster,CD3CN,null,null,null,null,null,Cage provides functional second coordination sphere tuning.,chemrxiv_10.26434_SLASH_chemrxiv-2024-vk5d3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7nzl8
no_data_available,no_data_available,null,null,null,null,null,No valid iUPAC names were found in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-22jrq
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-69t12
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8gvxg
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kb13g
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b0cjw-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-db2x4-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8j44h-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hz3r3-v2
"9-(2,6-diMeOPh)-1,8-diMeO-10-propyl-9,10-dihydroacridinium tetrafluoroborate",acetonitrile,null,null,null,null,null,The acridinium compounds were used as bipolar redox materials in symmetric organic redox flow batteries (SORFBs) and characterized for their electrochemical properties.,chemrxiv_10.26434_SLASH_chemrxiv-2024-7fg0w
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kpfsl
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2k85w
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kbwdc
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h9z3q
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c0shc-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1nkq0-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jf6fm-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jp112-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5cz7s-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6dbwv-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pj924-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0bp39-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xk9ts
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f5kzt
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xfvpx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5j3fm
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sxr17
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1q4rz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-857hp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vf8bj
Indium(III) phosphide,null,415.0,900.0,null,null,null,"The study investigates photoluminescence in InP nanowires, focusing on photon recycling and charge-carrier diffusion effects. Photon recycling is significant for low charge-carrier mobilities, while diffusion dominates at higher mobilities.",chemrxiv_10.26434_SLASH_chemrxiv-2024-jnxq4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r8gmw
tBuBz,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6phzn
MeSIm,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6phzn
MeUIm,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6phzn
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7s826
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wkw04
LiCoO2,"1.2 M LiPF6 + 0.1M LiPO2F2 + 0.1M lithium 4,5-dicyano-2-trifluoromethylimidazole (LiTDI) in a 25 : 75 w/w mixture of fluoroethylene carbonate (FEC) and dimethyl carbonate (DMC)",null,null,null,null,null,"The interfacial charge-transfer kinetics of LiCoO2 were studied using S3E-CP, LA-GEIS, and O-GEIS techniques to measure apparent transfer coefficients and exchange currents.",chemrxiv_10.26434_SLASH_chemrxiv-2024-hndjp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b5wjj
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8ww6f
25-hydroxyvitamin D3 (25-OH-D3),methanol/hexane,270.5,310.2,null,null,null,Vitamin D metabolite analysis using UHPLC-MS/MS; associated with treatment response variations following high-dose cholecalciferol intake.,chemrxiv_10.26434_SLASH_chemrxiv-2024-kcjhb
3-epi-25-hydroxyvitamin D3,methanol/hexane,280.8,320.5,null,null,null,First reported detection of 3-epi-D3 in critically ill children; strongly correlated with vitamin D3 uptake.,chemrxiv_10.26434_SLASH_chemrxiv-2024-kcjhb
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w0jck
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rw8p5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0nxcv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l1k70
isobenzofuran-substituted phosphine oxide (IBFPO)-3j,"dichloromethane (DCM), n-hexane",412.0,507.0,0.514,null,13.72,isobenzofuran-based AIEgens with color tunability for lipid droplets imaging and photodynamic therapy,chemrxiv_10.26434_SLASH_chemrxiv-2024-lp619
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3w9kv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1hpjr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hc95q-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sjwlb-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s0kks-v6
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7cgzt-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v75v8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zfqv5
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5jk7p
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4mst2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-37v2j
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4134z
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6b2ck
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6gsnd
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b0jzv
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zmq13
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-g3r93
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5kgkp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7htsd
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gq4tk
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6g0h2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gtqwh
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-c6m5r
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-67bb8
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f8gtc
phosphazane hybrid n-heterocyclic carbenes,cdcl3,null,null,null,2.048e3 (cm⁻¹),null,"PHNHC free carbene species exhibit unique reactivity towards C–H insertion in olefins and alkynes, demonstrating high donor strength with TEP of 2048 cm⁻¹ and π-acceptor properties as determined by 77Se NMR.",chemrxiv_10.26434_SLASH_chemrxiv-2024-ctwwx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tqcg9
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r2lsq
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-b6g73-v4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bf0bq-v5
Brilliant Blue FCF,TM buffer solution,null,null,null,null,null,Brilliant Blue FCF is a biocompatible food dye known for its UV-protective properties towards bacteriophages and is used in various applications such as food preservation and sterilization.,chemrxiv_10.26434_SLASH_chemrxiv-2024-kbdg6-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lld8n-v3
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5xrn9
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-bkmwz
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q5058
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hxkl4
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zzjlx
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2j8mx-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2v6hg-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jjm8b-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cqzpr-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cswth
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0b89h
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j9mcq
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pxx63
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4cn2m
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rk6w2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jr8cp
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7c8l0
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zdk5k
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-769kr
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-skgxb-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4kpr3-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0tjc0-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vg68p-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wgk2n-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b3pms-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fsrnt-v2
hyaluronic acid,PBS,null,null,null,null,null,The study compares thiol-ene and methacrylate photopolymerizable hydrogels using hyaluronic acid derivatives for digital light processing (DLP) applications.,chemrxiv_10.26434_SLASH_chemrxiv-2024-bcdl6-v2
HA-NB,PBS,null,null,null,null,null,The HA-NB derivative is used in photocrosslinking experiments with dithiol crosslinkers for hydrogel formation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-bcdl6-v2
HA-AE,PBS,null,null,null,null,null,The HA-AE derivative is synthesized using allyl glycidyl ether and characterized by NMR and SEC.,chemrxiv_10.26434_SLASH_chemrxiv-2024-bcdl6-v2
HA-MA,PBS,null,null,null,null,null,The HA-MA derivative is synthesized using methacrylic anhydride and compared to thiol-ene derivatives in photopolymerization studies.,chemrxiv_10.26434_SLASH_chemrxiv-2024-bcdl6-v2
failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-5w5rp-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-604wb-v2
null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-87hn7
1-hexanol,water,null,null,null,null,null,H-bonding contributes to nanophase formation.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
1-hexanoic acid,water,null,null,null,null,null,H-bonding and interactions with cosolvents favor nanophases.,chemrxiv_10.26434_SLASH_chemrxiv-2024-8t38n
