canonical_smiles,iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper,iupac_resolved,smiles_resolved,inchi_resolved
AgGaS₂,null,446.0,null,null,null,null,Quantum confinement effect observed,pubmed_11767431,No,No,No
Li₂ZnSiS₄,null,null,null,0.167,null,null,Blue emission at 470 nm with PLQY of 16.7%,pubmed_11767431,No,No,No
AgGaS₂@ZnS,null,null,null,0.3,null,null,Surface passivation improves quantum yield to ~30%,pubmed_11767431,No,No,No
TiO₂ nano-cuboids,ultrapure water,385.0,null,null,null,null,"Photocatalytic degradation of phenol, methomyl, and diclofenac in ultrapure water and stormwater matrices under UV irradiation.",pubmed_11767330,No,No,No
TiO₂ nano-bipyramids,stormwater,400.0,null,null,null,null,Enhanced photocatalytic efficiency for degradation of emerging pollutants in basic environments.,pubmed_11767330,No,No,No
Red-Emissive Sulfur Quantum Dots,null,350.0,635.0,0.07,null,null,SQDs synthesized via two-step oxidation method for ECL sensing application.,pubmed_11763466,No,No,No
Alexa Fluor 647,null,650.0,680.0,0.9,1.2e4 (650 nm),null,Fluorescent dye used for imaging,pubmed_11747076,No,No,No
m-BPhANPh 2-Cp,cyclohexane,305.0,443.0,0.37,3.19e4 (305 nm),null,CT-emitting molecule with high solid-state fluorescence,pubmed_11767752,No,No,No
Eu 3+,null,615.0,null,null,1.2e4 (350 nm),null,Europium ion used as a luminescent center in coordination polymers.,pubmed_11767601,No,No,No
Tb 3+,null,547.0,null,null,1.2e4 (350 nm),null,Terbium ion used as a luminescent center in coordination polymers.,pubmed_11767601,No,No,No
Undoped cadmium selenide,hexane,512.0,null,null,null,1730.0,Undoped CdSe CQWs with excitonic transitions at ~512 nm (electron/heavy-hole) and ~481 nm (electron/light-hole).,pubmed_11743140,No,No,No
Copper-doped cadmium selenide,hexane,null,null,null,null,4260.0,Cu- doped CdSe CQWs show a broad reddish emission band due to midgap states. The lattice strain induces a piezoelectric field of ~10^2 V/m.,pubmed_11743140,No,No,No
Bi₀.₂Na₀.₂K₀.₂La₀.₂Sr₀.₂Ti₀.₉₅Nb₀.₀₅O₃,null,406.25,387.5,null,null,null,High-entropy relaxor ferroelectric ceramic with Nb doping for enhanced properties,pubmed_11742713,No,No,No
TCF pentamethine cyanine (C5T-PC),THF,763.0,796.0,0.237,3.0e4,null,Anionic cyanine dye with high molar absorptivity and quantum yield in THF solution.,pubmed_11748625,No,No,No
TCF pentamethine cyanine (C5T-Pco),THF,763.0,796.0,0.253,3.0e4,null,Anionic cyanine dye with high molar absorptivity and quantum yield in THF solution.,pubmed_11748625,No,No,No
Cu SA/Obq-COF,null,530.0,527.0,null,null,0.56,"Exciton binding energy of 25.6 meV, used in photo-Fenton-like reactions for EOC degradation.",pubmed_11742440,No,No,No
Cu SA/Ace-COF,null,660.0,627.0,null,null,16.57,"Exciton binding energy reduced to 12.2 meV, shows enhanced catalytic performance and higher degradation efficiency.",pubmed_11742440,No,No,No
3-(quinonyl)methyl-chorin conjugate 1a,acetonitrile,658.0,null,null,null,null,No intramolecular interaction between chlorin and quinone π-systems due to methylene spacer; first reduction potential of quinone moiety determined by cyclic voltammetry.,pubmed_11742327,No,No,No
3-(quinonyl)methyl-chorin conjugate 1b,acetonitrile,658.0,null,null,null,null,No intramolecular interaction between chlorin and quinone π-systems due to methylene spacer; first reduction potential of quinone moiety determined by cyclic voltammetry.,pubmed_11742327,No,No,No
3-(quinonyl)methyl-chorin conjugate 1c,acetonitrile,658.0,null,null,null,null,No intramolecular interaction between chlorin and quinone π-systems due to methylene spacer; first reduction potential of quinone moiety determined by cyclic voltammetry.,pubmed_11742327,No,No,No
3-(quinonyl)methyl-chorin conjugate 1d,acetonitrile,658.0,null,null,null,null,No intramolecular interaction between chlorin and quinone π-systems due to methylene spacer; first reduction potential of quinone moiety determined by cyclic voltammetry.,pubmed_11742327,No,No,No
PEA 2PbBr4,null,419.0,623.0,null,null,0.313,Dual-wavelength photoluminescence emission from exciton recombination and energy transfer processes.,pubmed_11740946,No,No,No
PEA 2PbI4,null,517.0,null,null,null,null,Single-wavelength green emission due to intrinsic exciton recombination.,pubmed_11740946,No,No,No
CsPbBr3,null,530.0,null,null,null,null,Single-wavelength green emission due to intrinsic exciton recombination.,pubmed_11740946,No,No,No
IRDye800CW,null,774.0,789.0,null,null,null,Water-soluble,pubmed_11739436,No,No,No
[Na+],IR-783,null,793.0,858.0,null,null,null,null,pubmed_11739436,Yes,No,No
IR12-N3,null,770.0,800.0,null,null,null,null,pubmed_11739436,No,No,No
Flav7,null,1026.0,1045.0,null,null,null,null,pubmed_11739436,No,No,No
BTC-1070,null,1014.0,1070.0,null,null,null,null,pubmed_11739436,No,No,No
OsteoImage reagent,null,520.0,605.0,null,null,null,Fluorescent reagent used to detect hydroxyapatite deposits in the ECM.,pubmed_11856005,No,No,No
ROS Red Working Solution,null,520.0,605.0,null,null,null,Reagent used to measure reactive oxygen species in VSMCs.,pubmed_11856005,No,No,No
cadmium telluride quantum dots,null,1030.0,343.0,null,null,null,CdTe QDs with varying sizes (1.94–4.04 nm) exhibiting third harmonic generation at 343 nm (3.61 eV),pubmed_11806504,No,No,No
CsPb0.95Ni0.05Br3NCs,n-hexane,506.0,508.0,null,null,null,High fluorescence intensity used for water content detection in edible oils; crystal structure destroyed by water leading to fluorescence quenching.,pubmed_11788762,No,No,No
O=[Fe][O-].O=[Fe][O-].[Mg+2],magnesium ferrite,water,null,536.0,null,null,null,MgFe₂O₄ nanomaterials exhibit a band gap of approximately 1.7-2.0 eV and show photocatalytic degradation efficiency of methylene blue with an 81% degradation rate at pH 5.0 within 120 min.,pubmed_11739591,Yes,No,No
CdZnSe/ ZnSeS core/shell QDs,null,620.0,620.0,0.95,null,null,"high efficiency, low voltage operation, long lifetime",pubmed_11739401,No,No,No
CdSe/ ZnSe/ZnS core/multishell QDs,null,620.0,620.0,0.95,null,null,"high efficiency, low voltage operation, long lifetime",pubmed_11739401,No,No,No
Suwannee River NOM,ultrapure water,289.0,null,null,5600 (280 nm),null,"NOM fraction <3 kDa, 1-10 mg C/L, adsorption layer thickness varies with MW",pubmed_11780734,No,No,No
STBN/GO composite (STBG1),null,276.0,null,null,null,null,Exhibited high electrochemical properties with a specific capacitance of 115.82 F g⁻¹ at 1 A g⁻¹ and retained 87.3% capacity after 3000 cycles.,pubmed_11776931,No,No,No
STBN/GO composite (STBG2),null,309.0,null,null,null,null,Showed a specific capacitance of 99.15 F g⁻¹ at 1 A g⁻¹ and retained 81.7% capacity after 3000 cycles.,pubmed_11776931,No,No,No
"NaYF4:Yb,Er",null,980.0,null,null,null,null,Upconverter nanoparticles used in MoS2 counter electrodes for DSSCs.,pubmed_11775163,No,No,No
"YF3:Yb,Er",null,980.0,null,null,null,null,Upconverter nanoparticles used in MoS2 counter electrodes for DSSCs.,pubmed_11775163,No,No,No
"Cerium Oxide:Yb,Er",null,980.0,null,null,null,null,Upconverter nanoparticles used in MoS2 counter electrodes for DSSCs.,pubmed_11775163,No,No,No
"Yttria:Yb,Er",null,980.0,null,null,null,21800.0,Upconverter nanoparticles used in MoS2 counter electrodes for DSSCs; exhibits longer electron lifetime.,pubmed_11775163,No,No,No
betaine 13,EtOAc,431.0,681.0,null,null,null,"orange-red emission, large Stokes shift",pubmed_11768028,No,No,No
"Tricyclic N-arylnaphtho[2,3-d]oxazol-2-amine",chloroform,330.0,348.0,null,null,null,Fluorescence varies with substituents; some show higher quantum yields.,pubmed_11767873,No,No,No
"Tetracyclic N-arylanthra[2,3-d]oxazol-2-amine",chloroform,375.0,420.0,null,null,null,Exhibits two emission bands at 410 and 430 nm with moderate quantum yields.,pubmed_11767873,No,No,No
Azo-1,toluene,354.0,null,null,null,null,"Azo-1 undergoes reversible photoisomerization between cis and trans configurations upon UV irradiation, affecting the rotational dynamics of the phthalocyanine rotator.",pubmed_11767808,No,No,No
Copper-doped carbon quantum dots,Millipore water,340.0,438.0,0.273,null,null,"Synthesized via hydrothermal method using citric acid, urea, and copper chloride. Shows fluorescence quenching upon Cr(VI) addition. Stable across various pH, ionic strengths, temperatures, and UV exposure.",pubmed_11735500,No,No,No
IVTPO,DMSO,572.0,635.0,null,12.29e4 (DMSO),null,Amphiphilic hemicyanine dye with good photostability and BBB permeability.,pubmed_11734739,No,No,No
α-terpinene,ethanol,null,null,null,1.6e-3 M in ethanol (495-580 nm),null,Used as a chromophore in photooxidation reactions with singlet oxygen to form ascaridole.,pubmed_11852198,No,No,No
probe_16,PBS buffer,340.0,null,null,null,null,"Highly active partial agonist for FPR1 and FPR2, used in live-cell imaging.",pubmed_11775818,No,No,No
OBHSA-PEG-DCM,null,562.0,682.0,null,null,null,Probe exhibits a large Stokes shift of 120 nm and shows good photostability with high tumor-to-background ratio.,pubmed_11767339,No,No,No
Fluorophore 1a,toluene,349.0,418.0,0.48,null,null,example_ string_8,pubmed_11763072,No,No,No
Fluorophore 1b,toluene,385.0,448.0,0.24,null,null,example_ string_8,pubmed_11763072,No,No,No
Fluorophore 1c,toluene,369.0,424.0,0.48,null,null,example_ string_8,pubmed_11763072,No,No,No
Fluorophore 1d,toluene,379.0,434.0,0.49,null,null,example_ string_8,pubmed_11763072,No,No,No
Fluorophore 1e,toluene,407.0,472.0,0.29,null,null,example_ string_8,pubmed_11763072,No,No,No
Fluorophore 1f,toluene,396.0,454.0,0.37,null,null,example_ string_8,pubmed_11763072,No,No,No
silver nanoparticles (AgNPs),null,320.0,null,null,null,null,null,pubmed_11740739,No,No,No
"7,10-bis(4-(diphenylamino)phenyl)-2,3-dicyanophenanthrenepyrazine",chlorobenzene,590.0,620.0,0.85,null,null,orange-emitting TADF compound with PLQY of 85% in solution and 11% in neat film,pubmed_11733125,No,No,No
Mitochondrial Electron Flow Tracker (Mito-EFT),phosphate-buffered saline,null,649.0,null,null,null,Fluorescence spectra recorded in PBS (pH 7.4) with a Stokes shift of 148 nm; reversible response to protons via diethylamino groups.,pubmed_11884618,No,No,No
o-DMPB,toluene,368.0,593.0,null,7.5e-3 (368 nm),null,"High photocyclization yield of 94%, good thermal stability and photostability",pubmed_11884615,No,No,No
m-DMPB,toluene,408.0,582.0,null,null,null,Low photocyclization yield of 22%,pubmed_11884615,No,No,No
p-DMPB,toluene,356.0,596.0,null,9.4e-3 (356 nm),null,"High photocyclization yield, good thermal stability and photostability",pubmed_11884615,No,No,No
Indo-Cy,DMSO,585.0,615.0,null,null,null,"Type I photosensitizer effective under hypoxic conditions, targets ER, inhibits COX-2",pubmed_11884606,No,No,No
"Diindolo[3,2,1jk:3′,2′,1′jk]dicarbazole[1,2‐b:4,5‐b]",toluene,402.0,460.0,0.965,null,11.8,High photoluminescence quantum yield and narrow emission with FWHM of 15 nm,pubmed_11884535,No,No,No
lipoic acid (LA)-capped InP quantum dots,toluene,null,null,0.5,null,34.19,PL enhancement observed after UV exposure; LA ligands passivated surface defects improving luminescence properties.,pubmed_11881673,No,No,No
cesium lead bromide nanocrystals,toluene,514.0,514.0,null,null,0.3,perovskite NC assembly showing superfluorescence at cryogenic temperatures,pubmed_11867005,No,No,No
"tris(2,2'-bipyridine)ruthenium(II) chloride",phosphate-buffered saline (PBS),null,null,null,1.2e4 (350 nm),null,loaded into Janus nanoparticles for lactate-responsive drug delivery,pubmed_11866520,No,No,No
perylenediimide derivative (PDI),water,495.0,null,null,null,null,"PDI forms a host-guest complex with CB[7], generating stable free radical anions under hypoxic conditions.",pubmed_11783515,No,No,No
poly(3-hexylthiophene-2-carboxylic acid) (P3HT),null,434.0,null,null,null,null,Localized surface plasmon resonance absorption peak at 434 nm due to Ag NPs,pubmed_11780413,No,No,No
phenyl-C61-butyric acid methyl ester (PCBM),null,434.0,null,null,null,null,Localized surface plasmon resonance absorption peak at 434 nm due to Ag NPs,pubmed_11780413,No,No,No
Polyethylene terephthalate,HFIP:CHCl3 1:1,290.0,325.0,null,1775 ± 13 (290 nm),null,Fluorescence intensity decreases with increasing concentration and increases over time due to aggregation.,pubmed_11767366,No,No,No
"Carbon, nitrogen-codoped titanium dioxide nanoparticles",null,414.0,null,null,null,null,"The synthesized C, N-TiO2 nanoparticles exhibited a band gap of 2.95 eV and showed high photocatalytic activity for the degradation of palm oil mill effluent under solar light irradiation.",pubmed_11780434,No,No,No
3-Mercaptopropionic acid capped gold nanoclusters,water,462.0,490.0,0.995,null,43.6,"Au-NCs with sequential addition of Zn²⁺, Ag⁺, and Tb³⁺ cations achieving near-unity PLQY",pubmed_11724975,No,No,No
"poly[(2,6-(4,8-bis(5-(2-ethylhexyl-3-fluoro)thiophen-2-yl)-benzo[1,2-b:4,5-b']dithiophene))-alt-(5,5-(1',3'-di-2-thienyl-5',7'-bis(2-ethylhexyl)benzo[1',2'-c:4',5'-c'] dithiophene-4,8-dione)]",null,550.0,600.0,null,null,null,High-efficiency OSC with microcavity structure,pubmed_11724960,No,No,No
Y₃Sc₂Al₃O₁₂:Eu³+,null,394.0,708.0,0.99,null,3220.0,"High quenching concentration of Eu³+ (60 mol%), strong 5D₀→⁷F₄ transition, square antiprism configuration",pubmed_11884608,No,No,No
Gd₃Sc₂Ga₃O₁₂:Eu³+,null,394.0,708.0,0.99,null,2238.0,"Two-component substitution of Gd³+–Ga³+ for Y³+–Al³+, near-unity internal quantum efficiency (IQE = 99.01%), high external quantum efficiency (EQE = 38.73%)",pubmed_11884608,No,No,No
cesium lead bromide perovskite,toluene,496.0,507.0,0.84,null,17.7,nanohybrid with zinc phthalocyanine enabling singlet oxygen generation via Dexter-type energy transfer,pubmed_11884585,No,No,No
CsPbBr3,null,null,null,null,null,1.6,Carrier lifetime measured using time-resolved fluorescence spectroscopy.,pubmed_11884529,No,No,No
CsPb2Br5,null,null,null,null,null,4.712,Carrier lifetime measured using ultrafast transient absorption spectroscopy.,pubmed_11884529,No,No,No
TPEDCAc,null,580.0,null,null,null,null,SCOPA with AIE characteristics for NIR-II luminescence and photodynamic/photothermal therapy,pubmed_11831458,No,No,No
DCTBT,null,720.0,null,null,null,null,SCOPA with strong D-A interactions for photothermal therapy,pubmed_11831458,No,No,No
PQ-TPAOC1,null,540.0,null,null,null,null,SCOPA for ROS generation and PTT,pubmed_11831458,No,No,No
CySe-NEt2,null,776.0,null,null,null,null,SCOPA with extended conjugation for photothermal therapy,pubmed_11831458,No,No,No
MeTIC,null,632.0,null,null,null,null,SCOPA for type-II PDT and PTT,pubmed_11831458,No,No,No
CyQN-BTT,null,677.0,null,null,null,null,SCOPA with twisted conformation for enhanced photodynamic performance,pubmed_11831458,No,No,No
Py-PS,null,620.0,null,null,null,null,SCOPA with high molar absorptivity for photodynamic therapy,pubmed_11831458,No,No,No
Y16-Pr,null,780.0,null,null,null,null,SCOPA for NIR-II fluorescence and PTT,pubmed_11831458,No,No,No
TTT-4568,null,660.0,null,null,null,null,SCOPA for type-I and type-II PDT,pubmed_11831458,No,No,No
TPA-TBT,null,620.0,null,null,null,null,SCOPA for balanced PDT and PTT performance,pubmed_11831458,No,No,No
6MNVDPP,null,764.0,null,null,null,null,SCOPA with tight molecular packing for enhanced photothermal therapy,pubmed_11831458,No,No,No
O=[Ti]=O,titanium dioxide,null,null,402.0,null,null,null,"The heterojunction exhibits four characteristic emission peaks at 402 nm, 410 nm, 429 nm, and 456 nm under 365 nm excitation. The chromaticity coordinates (0.2729, 0.3333) suggest potential applications in white-green light-emitting devices.",pubmed_11766722,Yes,No,No
Chlorine6,null,660.0,null,0.75,null,null,photosensitizer used in ceCyan hybrids for PDT,pubmed_11730521,No,No,No
"3,4-Diaminothieno[2,3-b]thiophene-2,5-dicarbohydrazide Schiff base derivative",DMSO,586.0,null,null,null,null,Highest absorption intensity at 586 nm; used for metal ion sensing,pubmed_11724020,No,No,No
CSMN 1,null,354.0,800.0,0.13,null,null,"NIR-I FLI, detection of murine hepatoma H22 tumors and cell imaging",pubmed_11717998,No,No,No
CSMN 2,null,625.0,700.0,0.075,null,null,"NIR-I FLI, imaging of cytoplasm of cancer and location of mice bearing breast tumor",pubmed_11717998,No,No,No
CSM 3-PEG,null,710.0,900.0,0.003,null,null,"NIR-II FLI, lymphatic imaging; brain tumor imaging",pubmed_11717998,No,No,No
CSM 3-affibody,null,738.0,900.0,0.05,null,null,"NIR-II FLI, early-stage detection of head and neck cancers",pubmed_11717998,No,No,No
CSM 3-SA,null,738.0,900.0,0.011,null,null,"NIR-II FLI, hindlimb vasculature imaging; deep lymph node imaging",pubmed_11717998,No,No,No
CSMN 4,null,830.0,900.0,0.0,null,null,"NIR-II FLI, imaging of tumor blood vessels",pubmed_11717998,No,No,No
CSM 5-PEG,null,1100.0,900.0,0.007,null,null,"NIR-II FLI, traumatic brain injury Imaging",pubmed_11717998,No,No,No
CSM 6-PEG,null,780.0,900.0,0.02,null,null,"NIR-II FLI, tumor discrimination",pubmed_11717998,No,No,No
CSM 6-1-PEG,null,741.0,900.0,0.0002,null,null,"NIR-II FLI, tumor discrimination",pubmed_11717998,No,No,No
CSM 6-2-PEG,null,828.0,900.0,0.004,null,null,"NIR-II FLI, tumor discrimination",pubmed_11717998,No,No,No
CSM 7-PEG,null,733.0,900.0,0.053,null,null,"NIR-II FLI, ultrafast vasculature imaging; vein and artery identification",pubmed_11717998,No,No,No
CSMN 8,null,710.0,800.0,0.0,null,null,"NIR-I PAI, Sentinel lymph node imaging",pubmed_11717998,No,No,No
CSMN 9,null,700.0,700.0,0.052,null,null,"NIR-I PAI, deep brain tumor imaging",pubmed_11717998,No,No,No
CSMN 10,null,680.0,750.0,0.0,null,null,"NIR-I PAI, in vivo imaging of pH",pubmed_11717998,No,No,No
CSMN 11,null,895.0,800.0,0.027,null,null,"NIR-I FLI/PAI/RI, precise guidance of cancer surgery",pubmed_11717998,No,No,No
CSMN 12,null,750.0,808.0,0.82,null,null,"NIR-PAI/PTT, 4T1 tumor xenograft mice",pubmed_11717998,No,No,No
CSMN 13-1,null,975.0,1064.0,0.73,null,null,"NIR-II PAI/PTT, 4T1 tumor xenograft mice",pubmed_11717998,No,No,No
CSMN 13-2,null,830.0,1064.0,0.61,null,null,"NIR-II PAI/PTT, 4T1 tumor xenograft mice",pubmed_11717998,No,No,No
CSMN 14,null,860.0,1064.0,0.288,null,null,"NIR I/II PAI/PTT, HuH-7 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 14-1,null,720.0,808.0,0.193,null,null,"NIR I/II PAI/PTT, HuH-7 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 14-2,null,820.0,1064.0,0.241,null,null,"NIR I/II PAI/PTT, HuH-7 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 15,null,300.0,800.0,0.137,null,null,"FLI/PDT, 4T1 tumor- bearing mice",pubmed_11717998,No,No,No
CSMN 15-1,null,300.0,800.0,0.077,null,null,"FLI/PDT, 4T1 tumor- bearing mice",pubmed_11717998,No,No,No
CSMN 16,null,856.0,1035.0,0.027,null,null,"NIR-II FLI/ NIR-I PDT, 4T1 tumor-bearing mice",pubmed_11717998,No,No,No
CSMN 17,null,750.0,808.0,0.186,null,null,"PDT/PTT, SK-OV-3 tumor-bearing mice",pubmed_11717998,No,No,No
CSMN 18,null,780.0,808.0,0.82,null,null,"PAI/PTT, 4T1 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 19,null,610.0,660.0,0.52,null,null,"PAI/PTT, 4T1 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 19-1,null,610.0,660.0,0.59,null,null,"PAI/PTT, 4T1 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 20,null,705.0,836.0,0.75,null,null,"PAI/PTT, 4T1 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 21,null,790.0,808.0,0.068,null,null,"PAI/PTT, 4T1 tumor-bearing nude mice",pubmed_11717998,No,No,No
CSMN 22,null,843.0,1064.0,0.583,null,null,"PAI/PDT/PTT, A549 tumor-bearing nude mice",pubmed_11717998,No,No,No
2GtBuCzCO2HDCzB,toluene,470.0,485.0,0.81,2.9e4 (470 nm),38000.0,narrow emission FWHM of 21 nm,pubmed_11854867,No,No,No
tBuCzCO2HDCzB,toluene,470.0,487.0,0.79,2.9e4 (470 nm),34000.0,narrow emission FWHM of 22 nm,pubmed_11854867,No,No,No
Ce@UCNP-BCH,PBS,650.0,690.0,null,null,null,Cerium-doped upconversion nanoenzyme used for ratiometric luminescence sensing of ROS in spinal cord injury treatment.,pubmed_11848599,No,No,No
BO[B][P][Y],BOBPY,ethanol,689.0,707.0,0.35,84100 (689 nm),null,"High stability, strong absorbance, high fluorescence quantum yield, narrow emission band",pubmed_11848571,Yes,No,No
NIRB1,ethanol,689.0,707.0,0.35,84100 (689 nm),null,Amphiphilic molecule with hydroxyl group for improved solubility and fluorescence in polar solvents,pubmed_11848571,No,No,No
NIRB2,ethanol,686.0,703.0,0.31,82100 (686 nm),null,High quantum yield even in polar solvents,pubmed_11848571,No,No,No
NIRB3,ethanol,699.0,740.0,0.06,72000 (699 nm),null,Relatively low quantum yields due to strong electron-donating groups,pubmed_11848571,No,No,No
NIRB4,ethanol,710.0,746.0,0.06,70800 (710 nm),null,Low quantum yield in polar solvents,pubmed_11848571,No,No,No
NIRB5,ethanol,691.0,709.0,0.34,70100 (691 nm),null,High quantum yield even in polar solvents,pubmed_11848571,No,No,No
NIRB6,ethanol,719.0,759.0,0.03,72700 (719 nm),null,Relatively low quantum yields due to strong electron-donating groups,pubmed_11848571,No,No,No
Lithium bis(trifluoromethane)sulfonimide,CB,530.0,null,null,null,null,Common dopant with issues like migration and hygroscopicity,pubmed_11848532,No,No,No
CsPbBr3,DMF/toluene,546.0,null,null,null,null,Undoped mixed halide perovskite with p-type sensing behavior,pubmed_11817909,No,No,No
CsPbCl3,DMF/toluene,426.0,null,null,null,null,Undoped mixed halide perovskite with n-type sensing behavior,pubmed_11817909,No,No,No
CsPbBr3-xClx (20% Cl),DMF/toluene,517.0,null,null,null,null,Undoped mixed halide perovskite with no sensing capability at 20% Cl content,pubmed_11817909,No,No,No
CsPbBr3-xClx (50% Cl),DMF/toluene,486.0,null,null,null,null,Undoped mixed halide perovskite with n-type sensing behavior at 50% Cl content,pubmed_11817909,No,No,No
CsPbBr3-xClx (80% Cl),DMF/toluene,457.0,null,null,null,null,Undoped mixed halide perovskite with no sensing capability at 80% Cl content,pubmed_11817909,No,No,No
Mn-doped CsPbBr3-xClx (20% Mn),DMF/toluene,517.0,null,null,null,null,Mn-doped mixed halide perovskite with p-type sensing behavior at 20% Mn doping level,pubmed_11817909,No,No,No
Mn-doped CsPbBr3-xClx (50% Mn),DMF/toluene,486.0,null,null,null,null,Mn-doped mixed halide perovskite with p-type sensing behavior at 50% Mn doping level,pubmed_11817909,No,No,No
Mn-doped CsPbBr3-xClx (80% Mn),DMF/toluene,457.0,null,null,null,null,Mn-doped mixed halide perovskite with no sensing capability at 80% Mn doping level,pubmed_11817909,No,No,No
3782SL,water,null,1050.0,null,null,null,NIR dye with fluorescence recovery in NPs,pubmed_11809228,No,No,No
Compound 7a,"1,4-dioxane",306.0,367.0,0.74,2.42e4 (306 nm),5.32,null,pubmed_11775706,No,No,No
Compound 7b,"1,4-dioxane",306.0,368.0,0.8,2.62e4 (306 nm),5.75,null,pubmed_11775706,No,No,No
Compound 7c,"1,4-dioxane",306.0,368.0,0.71,2.42e4 (306 nm),5.1,null,pubmed_11775706,No,No,No
Compound 7d,"1,4-dioxane",306.0,367.0,0.73,2.66e4 (306 nm),5.19,null,pubmed_11775706,No,No,No
Compound 7e,"1,4-dioxane",307.0,368.0,0.52,1.98e4 (307 nm),3.7,null,pubmed_11775706,No,No,No
Compound 7f,"1,4-dioxane",306.0,367.0,0.74,2.51e4 (306 nm),5.27,null,pubmed_11775706,No,No,No
"n,c-CDs",null,360.0,458.0,0.36,null,null,"High quantum yield of 36%, high photostability, favorable water solubility, LOD for Hg²+ is 39 nM and GSH is 43 nM, synthesized using deep eutectic solvent from choline chloride and urea.",pubmed_11773053,No,No,No
CuInZnSe/ ZnS,null,null,644.0,0.54,null,515.0,"Zn:Cu ratio of 0.5, highest PL QY and longest lifetime",pubmed_11731178,No,No,No
[Al+3].[O-2].[O-2].[O-2].[Y+3],Yttrium Aluminum Garnet,null,null,1050.0,null,null,null,Enhanced Bi³⁺ luminescence at low temperatures with plasmonic coupling to Ag NPs.,pubmed_11717951,Yes,No,No
PKH26,null,530.0,580.0,0.15,null,null,Red fluorescent dye used for in vitro uptake assay.,pubmed_11714163,No,No,No
"5,10,15,20-(tetra-4-carboxyphenyl) porphyrin",DMF,520.0,635.0,null,8900 (520 nm),null,TCPP functionalized on SiO₂/ZnO nanoparticles for X-ray-induced photodynamic therapy; energy deposition enhances luminescence sensitivity.,pubmed_11758577,No,No,No
GA-DMF CDs,DMF,270.0,553.0,null,null,null,"Highly green fluorescent carbon dots with selective turn-on response to Pb²+ ions, detection limit 7.15 × 10⁻⁷ M, linear range 30–130 μM.",pubmed_11755163,No,No,No
9-(9-xanthen-4-yl)anthracene,THF,350.0,500.0,0.1286,null,18.69,intra-excimer with rigid linker for enhanced stability,pubmed_11744815,No,No,No
RBF 3c,acetonitrile/phosphate buffered saline,418.0,604.0,0.075,null,2.27,turn-on fluorescent detection of α-synuclein fibrils,pubmed_11741376,No,No,No
RBF 4a,acetonitrile/phosphate buffered saline,436.0,640.0,0.135,null,1.27,selective imaging of αS condensates formed by liquid-liquid phase separation,pubmed_11741376,No,No,No
FA 0.7MA 0.3Sn 0.5Pb 0.5I 3,null,960.0,590.0,null,null,null,PL emission peak at 960 nm in Stage I,pubmed_11711683,No,No,No
carbon dots,null,350.0,470.0,null,null,4.569,"blue fluorescence under UV illumination, selective for bilirubin detection",pubmed_11711382,No,No,No
nickel-doped carbon dots,null,350.0,470.0,null,null,4.881,"blue fluorescence under UV illumination, selective for bilirubin detection",pubmed_11711382,No,No,No
copper-doped carbon dots,null,350.0,470.0,null,null,4.74,"blue fluorescence under UV illumination, selective for bilirubin detection",pubmed_11711382,No,No,No
methyl violet (MV),null,545.0,526.0,null,null,null,Methyl violet exhibits strong absorption from 440 nm to 650 nm and emission from 500 nm to 552 nm under 256 nm excitation. It has the highest PEC activity among the examined organic fluorescent small molecules.,pubmed_11707653,No,No,No
"nitrogen,sulfur co-doped carbon quantum dots",null,320.0,430.0,0.413,null,null,Strong fluorescence emission at 430 nm with high quantum yield of 41.3%,pubmed_11706661,No,No,No
NiTiO3/TiO2 (TSS),water,410.0,518.0,null,null,null,enhanced photocatalytic activity under visible and NIR light with Z-scheme heterojunction,pubmed_11767961,No,No,No
p-tert-butyl-p-methoxydibenzoylmethane,water,360.0,null,null,1.2e4 (350 nm),null,improved photostability with β-CD encapsulation,pubmed_11755785,No,No,No
Gold nanoparticle-encapsulated copper(II) oxide-graphene-polydopamine composite,null,null,null,null,"Au@Cu2O-Gr-PDA (Wu et al., 2022)",null,Used for indole acetic acid detection with LOD of 0.00116 μM,pubmed_11747371,No,No,No
MXene@PdNPs,null,null,null,null,"MXene@PdNPs (Li et al., 2023)",null,Ethylene sensor with LOD of 0.084 ppm and operating range of 0.5-20 ppm,pubmed_11747371,No,No,No
Magnetic molecularly imprinted polymers,null,null,null,null,"MIPs (Bukhamsin et al., 2022)",null,Salicylic acid sensor with LOD of 2.74 μM and range up to 150 μM,pubmed_11747371,No,No,No
"2-azuleno[5,6-b]anthracene",CH₂Cl₂,322.0,null,null,null,1.15,Shows anti-Kasha emission at 400 nm,pubmed_11744744,No,No,No
"3-azuleno[5,6-b]tetracene",CH₂Cl₂,350.0,null,null,null,0.45,Shows anti-Kasha emission with two lifetimes: 0.45 ns and 5.07 ns,pubmed_11744744,No,No,No
